date,close,open,high,low,Vol.,change%
13/09/2013,30700,30.8,31.25,30.6,"1,27M","-0,49%"
16/09/2013,32150,30.9,32.15,30.85,"2,21M","4,72%"
17/09/2013,31500,32,32,30.9,"2,34M","-2,02%"
18/09/2013,30750,31.85,31.85,30.75,"1,82M","-2,38%"
19/09/2013,31600,31.5,33,31.5,"3,76M","2,76%"
20/09/2013,32000,31.6,32,31.25,"1,35M","1,27%"
23/09/2013,31950,31.5,32,30.8,"1,56M","-0,16%"
24/09/2013,31500,31.4,32.05,31.4,"1,54M","-1,41%"
25/09/2013,31500,30.75,31.8,30.75,"2,04M","0,00%"
26/09/2013,30800,31.9,31.95,30.8,"2,06M","-2,22%"
27/09/2013,30950,31.3,31.75,30.95,"1,04M","0,49%"
30/09/2013,30150,30.95,31.15,30.15,"1,97M","-2,58%"
1/10/2013,30300,30.15,30.7,30.05,"1,33M","0,50%"
2/10/2013,31000,30.3,31,30.3,"950,50K","2,31%"
3/10/2013,30900,30.8,31.45,30.8,"1,03M","-0,32%"
4/10/2013,30700,30.9,30.9,30.5,"1,99M","-0,65%"
7/10/2013,30300,30.7,30.7,30.3,"1,22M","-1,30%"
8/10/2013,30450,30.3,30.6,30.15,"2,14M","0,50%"
9/10/2013,30250,30.5,30.7,30.25,"2,73M","-0,66%"
10/10/2013,30300,30.6,30.75,30.3,"1,88M","0,17%"
11/10/2013,30750,30.5,30.75,30.35,"1,82M","1,49%"
16/10/2013,30100,30.75,30.9,29.6,"3,00M","-2,11%"
17/10/2013,30600,30.6,30.7,30.15,"1,46M","1,66%"
18/10/2013,30800,30.7,30.8,30.5,"927,50K","0,65%"
21/10/2013,31500,31,31.65,30.8,"1,31M","2,27%"
22/10/2013,30800,31.6,31.6,30.5,"2,63M","-2,22%"
23/10/2013,31700,31.15,37.35,31.05,"13,21M","2,92%"
24/10/2013,32150,31.5,32.35,31.5,"1,68M","1,42%"
25/10/2013,32049,31.95,32.15,31.95,"825,00K","-0,31%"
28/10/2013,32000,32.15,32.25,31.95,"718,50K","-0,16%"
29/10/2013,31800,32,32.1,31.6,"1,20M","-0,63%"
30/10/2013,31250,32.1,32.1,30.65,"2,59M","-1,73%"
31/10/2013,30000,30.5,30.8,30,"3,45M","-4,00%"
1/11/2013,29800,29.8,30.6,29.8,"2,40M","-0,67%"
4/11/2013,29850,30,30.1,29.5,"1,08M","0,17%"
6/11/2013,30800,30.05,30.8,29.85,"1,79M","3,18%"
7/11/2013,30200,30.15,30.7,30.15,"726,00K","-1,95%"
8/11/2013,30150,30.2,30.2,30,"995,00K","-0,17%"
11/11/2013,29800,30.15,30.25,29.7,"1,40M","-1,16%"
12/11/2013,29800,30,30.1,29.25,"1,33M","0,00%"
13/11/2013,29600,29.7,29.9,29.25,"1,25M","-0,67%"
14/11/2013,29900,29.75,30,29.75,"885,00K","1,01%"
15/11/2013,29000,29.9,29.9,29,"1,57M","-3,01%"
18/11/2013,29500,29.1,29.5,29.1,"953,50K","1,72%"
19/11/2013,29200,29.5,29.55,29.1,"1,17M","-1,02%"
20/11/2013,28700,29.7,29.7,28.5,"2,06M","-1,71%"
21/11/2013,27550,28.5,28.55,27.2,"4,90M","-4,01%"
22/11/2013,27450,28.05,28.1,27.4,"2,00M","-0,36%"
25/11/2013,27800,27.6,27.85,27.5,"704,00K","1,28%"
26/11/2013,26000,27.6,27.65,25.7,"13,49M","-6,47%"
27/11/2013,26700,26.35,26.9,25.7,"4,14M","2,69%"
28/11/2013,26650,26.9,27,26.25,"1,51M","-0,19%"
29/11/2013,26600,26.7,26.85,26.35,"1,43M","-0,19%"
2/12/2013,27050,26.6,27.3,26.6,"2,29M","1,69%"
3/12/2013,26250,26.95,26.95,26.1,"2,62M","-2,96%"
4/12/2013,25800,26,26.15,25.8,"2,14M","-1,71%"
5/12/2013,25500,25.8,25.8,25.3,"2,21M","-1,16%"
6/12/2013,25500,25.45,25.8,25.1,"1,51M","0,00%"
9/12/2013,26250,25.7,26.75,25.6,"2,86M","2,94%"
10/12/2013,26800,26.6,26.95,26.3,"1,83M","2,10%"
11/12/2013,26600,26.8,26.85,26.35,"1,57M","-0,75%"
12/12/2013,26500,26.3,26.6,26.3,"1,81M","-0,38%"
13/12/2013,25950,26.4,26.55,25.7,"1,38M","-2,08%"
16/12/2013,25750,25.75,26.1,25.5,"872,00K","-0,77%"
17/12/2013,26000,26,26.2,25.85,"2,34M","0,97%"
18/12/2013,25900,26.4,26.4,25.35,"2,17M","-0,38%"
19/12/2013,25900,26.2,26.35,25.8,"1,32M","0,00%"
20/12/2013,26000,26,26.4,25.5,"1,75M","0,39%"
23/12/2013,25550,26.3,26.35,25.55,"1,32M","-1,73%"
24/12/2013,26100,25.65,26.15,25.6,"1,01M","2,15%"
27/12/2013,26600,26,26.9,26,"1,56M","1,92%"
30/12/2013,26000,26.85,27,26,"2,11M","-2,26%"
1/1/2014,26000,26.85,27,26,"2,11M","0,00%"
2/1/2014,26800,26.4,26.8,26.4,"1,24M","3,08%"
3/1/2014,26500,26.45,26.8,26.2,"1,76M","-1,12%"
6/1/2014,26750,26.8,26.8,26.4,"1,27M","0,94%"
7/1/2014,26200,26.75,26.8,26.2,"1,41M","-2,06%"
8/1/2014,26200,26.4,26.575,25.925,"2,08M","0,00%"
9/1/2014,26075,26.05,26.425,25.925,"1,85M","-0,48%"
10/1/2014,25900,25.925,26.5,25.8,"2,36M","-0,67%"
13/01/2014,27025,26.5,27.175,26.3,"3,50M","4,34%"
15/01/2014,28025,27.1,28.45,27.075,"5,50M","3,70%"
16/01/2014,27800,28.075,28.2,27.45,"2,21M","-0,80%"
17/01/2014,27650,27.85,27.85,27.5,"1,11M","-0,54%"
20/01/2014,28050,27.725,28.075,27.6,"885,60K","1,45%"
21/01/2014,28150,28.2,28.2,27.7,"739,80K","0,36%"
22/01/2014,28500,27.9,28.575,27.9,"2,74M","1,24%"
23/01/2014,28575,28.65,28.775,28.225,"2,24M","0,26%"
24/01/2014,28075,28.35,28.35,27.825,"1,92M","-1,75%"
27/01/2014,27125,27.45,27.45,26.5,"2,50M","-3,38%"
28/01/2014,27700,27.125,28.05,27,"2,27M","2,12%"
29/01/2014,28500,27.9,28.625,27.9,"2,82M","2,89%"
30/01/2014,28550,28,28.65,27.9,"3,52M","0,18%"
3/2/2014,28400,28.4,28.525,28.05,"2,03M","-0,53%"
4/2/2014,27850,27.75,28.075,27.75,"1,76M","-1,94%"
5/2/2014,28125,28,28.4,27.975,"1,56M","0,99%"
6/2/2014,28200,28,28.5,27.95,"2,84M","0,27%"
7/2/2014,28225,28.475,28.65,28.15,"1,61M","0,09%"
10/2/2014,28100,28.3,28.5,28.1,"1,02M","-0,44%"
11/2/2014,27600,28.1,28.3,27.525,"3,08M","-1,78%"
12/2/2014,28000,27.75,28.025,27.75,"751,20K","1,45%"
13/02/2014,28125,28.1,28.2,28.05,"924,40K","0,45%"
14/02/2014,28375,28.3,28.4,28.075,"1,81M","0,89%"
17/02/2014,28375,28.475,28.575,28.325,"1,61M","0,00%"
18/02/2014,28075,28.375,28.5,28.025,"765,10K","-1,06%"
19/02/2014,28400,28.25,28.4,28.075,"1,24M","1,16%"
20/02/2014,28300,28.4,28.4,28.05,"1,32M","-0,35%"
21/02/2014,28400,28.35,28.525,28.3,"1,89M","0,35%"
24/02/2014,28375,28.4,28.5,28.225,"772,40K","-0,09%"
25/02/2014,28400,28.4,28.45,28.125,"1,22M","0,09%"
26/02/2014,28025,28.375,28.4,28.025,"1,81M","-1,32%"
27/02/2014,28025,28.025,28.4,28,"1,52M","0,00%"
28/02/2014,28575,28.025,28.575,27.975,"2,64M","1,96%"
3/3/2014,28275,28.1,28.35,28.1,"780,20K","-1,05%"
4/3/2014,28025,28.175,28.2,28,"1,58M","-0,88%"
5/3/2014,28125,28.2,28.25,28.1,"1,56M","0,36%"
6/3/2014,28300,28.15,28.3,28.125,"1,18M","0,62%"
7/3/2014,28125,28.35,28.4,28.125,"1,29M","-0,62%"
10/3/2014,28250,28.1,28.3,28.1,"848,00K","0,44%"
11/3/2014,28475,28.2,28.5,28.075,"1,84M","0,80%"
12/3/2014,29000,28.3,29.275,28.2,"4,32M","1,84%"
13/03/2014,30300,29.275,30.575,29.2,"4,83M","4,48%"
14/03/2014,30875,30,31.35,29.625,"3,10M","1,90%"
17/03/2014,29725,31,31,29.375,"2,77M","-3,72%"
18/03/2014,28975,29.95,30,28.5,"3,25M","-2,52%"
19/03/2014,28900,28.975,29.475,28.575,"2,15M","-0,26%"
20/03/2014,28125,28.8,28.875,28,"2,17M","-2,68%"
21/03/2014,28125,28.175,28.475,27.525,"2,77M","0,00%"
24/03/2014,28300,28.2,28.4,28.15,"1,48M","0,62%"
25/03/2014,28250,28.125,28.4,28.1,"1,05M","-0,18%"
26/03/2014,28725,28.3,29,28.3,"1,69M","1,68%"
27/03/2014,28700,28.7,29,28.55,"2,30M","-0,09%"
28/03/2014,29250,28.7,29.5,28.7,"3,16M","1,92%"
1/4/2014,30000,29.5,30.2,29.5,"3,78M","2,56%"
2/4/2014,29925,30,30.05,29.625,"1,98M","-0,25%"
3/4/2014,30000,29.95,30.1,29.9,"2,28M","0,25%"
4/4/2014,29400,30,30.075,29.1,"831,80K","-2,00%"
7/4/2014,29950,29.45,30,29.4,"2,13M","1,87%"
8/4/2014,29675,29.6,29.85,29.55,"1,60M","-0,92%"
10/4/2014,29550,29.7,29.8,29.2,"2,00M","-0,42%"
11/4/2014,30525,29,30.525,28.9,"2,35M","3,30%"
14/04/2014,30750,29.825,30.8,29.825,"1,38M","0,74%"
15/04/2014,30675,30.85,30.975,30.175,"1,01M","-0,24%"
16/04/2014,30100,30.9,30.9,30.1,"1,09M","-1,87%"
17/04/2014,30800,30.4,30.8,30.3,"1,21M","2,33%"
21/04/2014,30700,30.8,30.925,30.7,"549,20K","-0,32%"
22/04/2014,30825,30.7,30.825,30.45,"994,40K","0,41%"
23/04/2014,29975,30.75,30.85,29.975,"863,20K","-2,76%"
24/04/2014,29300,30,30.475,29.05,"2,41M","-2,25%"
25/04/2014,29025,29.55,29.55,29.025,"1,91M","-0,94%"
28/04/2014,28575,29,29.025,28.5,"3,03M","-1,55%"
29/04/2014,29000,28.575,29.25,28.575,"1,56M","1,49%"
30/04/2014,29250,29.45,29.45,29.175,"1,31M","0,86%"
2/5/2014,29200,28.8,29.35,28.8,"753,00K","-0,17%"
5/5/2014,29725,29.2,30,29.2,"1,30M","1,80%"
6/5/2014,29375,29.75,29.75,29.35,"400,40K","-1,18%"
7/5/2014,30225,29.75,30.4,29.5,"1,89M","2,89%"
8/5/2014,30400,30.4,30.475,30.025,"1,21M","0,58%"
9/5/2014,30750,30.4,30.75,30.15,"1,60M","1,15%"
12/5/2014,30575,30.5,30.75,30.475,"1,72M","-0,57%"
13/05/2014,30200,30.575,30.8,29.75,"1,31M","-1,23%"
14/05/2014,30800,30.2,30.8,30.2,"1,97M","1,99%"
16/05/2014,30800,30.6,30.8,30.25,"1,92M","0,00%"
19/05/2014,30500,30.8,30.85,30,"2,10M","-0,97%"
20/05/2014,29600,30.5,30.5,29.225,"3,66M","-2,95%"
21/05/2014,30000,29.6,30.05,29.4,"1,87M","1,35%"
22/05/2014,30025,30,30.2,30,"1,39M","0,08%"
23/05/2014,30025,30.125,30.475,29.9,"1,03M","0,00%"
26/05/2014,30125,30.4,30.4,29.925,"526,40K","0,33%"
28/05/2014,30200,30.3,30.35,30.1,"875,20K","0,25%"
30/05/2014,29125,30.4,30.45,29.125,"3,31M","-3,56%"
2/6/2014,29750,29.5,29.75,29.2,"1,09M","2,15%"
3/6/2014,30050,29.9,30.15,29.625,"1,51M","1,01%"
4/6/2014,30275,30.025,30.275,29.525,"1,17M","0,75%"
5/6/2014,30450,30.3,30.475,30.275,"1,16M","0,58%"
6/6/2014,30475,30.5,30.5,30.225,"581,50K","0,08%"
9/6/2014,29975,30.55,30.55,29.9,"935,60K","-1,64%"
10/6/2014,30200,30,30.2,30,"810,50K","0,75%"
11/6/2014,30475,30.2,30.475,30.025,"1,10M","0,91%"
12/6/2014,30000,30.3,30.45,29.95,"2,01M","-1,56%"
13/06/2014,29800,29.95,29.95,29.7,"1,61M","-0,67%"
16/06/2014,29650,29.7,29.9,29.6,"2,40M","-0,50%"
17/06/2014,29500,29.6,29.625,29.3,"1,31M","-0,51%"
18/06/2014,29400,30,30,29.325,"1,60M","-0,34%"
19/06/2014,29550,29.5,29.6,29.275,"2,88M","0,51%"
20/06/2014,29875,29.75,29.95,29.425,"2,63M","1,10%"
23/06/2014,29800,29.875,29.875,29.725,"1,93M","-0,25%"
24/06/2014,29700,29.8,30,29.7,"1,03M","-0,34%"
25/06/2014,29700,29.7,29.775,29.525,"584,30K","0,00%"
26/06/2014,29800,29.6,29.95,29.325,"3,30M","0,34%"
27/06/2014,29475,29.5,29.6,29.425,"1,24M","-1,09%"
30/06/2014,29275,29.475,29.55,29.275,"2,04M","-0,68%"
1/7/2014,29750,29.275,29.75,29.25,"728,80K","1,62%"
2/7/2014,30325,29.5,30.325,29.5,"671,50K","1,93%"
3/7/2014,30200,30.1,30.5,29.95,"1,58M","-0,41%"
4/7/2014,30300,30,30.325,30,"1,05M","0,33%"
7/7/2014,30900,30.3,30.925,30.3,"2,35M","1,98%"
8/7/2014,31225,30.9,31.35,30.8,"3,20M","1,05%"
9/7/2014,31225,30.9,31.35,30.8,"3,20M","0,00%"
10/7/2014,31400,31.2,33,30.825,"7,05M","0,56%"
11/7/2014,30400,31,31.2,30.1,"2,95M","-3,18%"
14/07/2014,30400,30.55,30.55,30,"1,07M","0,00%"
15/07/2014,31375,30.55,31.4,30.55,"2,04M","3,21%"
16/07/2014,31250,31.375,31.6,30.925,"2,23M","-0,40%"
17/07/2014,30900,31.35,31.375,30.2,"2,95M","-1,12%"
18/07/2014,30925,30.5,31.175,30.4,"1,34M","0,08%"
21/07/2014,31100,31.025,31.325,30.975,"2,00M","0,57%"
22/07/2014,31200,31.2,31.375,30.725,"2,01M","0,32%"
23/07/2014,31225,31.2,31.475,31.2,"1,25M","0,08%"
24/07/2014,31150,31.2,31.425,31.1,"917,90K","-0,24%"
25/07/2014,30750,31.15,31.3,30.625,"2,26M","-1,28%"
4/8/2014,31475,29.5,31.475,29.5,"2,05M","2,36%"
5/8/2014,30900,31.4,31.45,30.775,"1,37M","-1,83%"
6/8/2014,30750,30.8,30.95,30.525,"1,04M","-0,49%"
7/8/2014,30775,30.5,31,30.5,"1,31M","0,08%"
8/8/2014,30500,31,31,30.5,"491,90K","-0,89%"
11/8/2014,31250,31.1,31.25,30.875,"720,40K","2,46%"
12/8/2014,31350,31.25,31.4,31.125,"835,40K","0,32%"
13/08/2014,32000,31.375,32,31.25,"1,65M","2,07%"
14/08/2014,31975,32,32,31.3,"1,56M","-0,08%"
15/08/2014,31900,32,32,31.775,"226,20K","-0,23%"
18/08/2014,31500,32,32,31.475,"571,90K","-1,25%"
19/08/2014,31450,31.5,31.775,31.35,"1,19M","-0,16%"
20/08/2014,31900,31.475,31.95,31.475,"478,80K","1,43%"
21/08/2014,31900,31.8,31.9,31.5,"518,10K","0,00%"
22/08/2014,31600,32,32,31.5,"1,45M","-0,94%"
25/08/2014,31500,31.6,31.85,31.5,"594,10K","-0,32%"
26/08/2014,31675,31.825,31.825,31.4,"1,68M","0,56%"
27/08/2014,31950,31.675,31.95,31.325,"1,06M","0,87%"
28/08/2014,32100,31.8,32.1,31.7,"1,28M","0,47%"
29/08/2014,31025,32,32.075,31.025,"1,78M","-3,35%"
1/9/2014,32000,31.45,32,31.45,"838,70K","3,14%"
2/9/2014,32000,32,32.1,31.975,"575,40K","0,00%"
3/9/2014,32000,31.6,32.05,31.6,"420,40K","0,00%"
4/9/2014,31675,31.75,32.05,31.45,"1,15M","-1,02%"
5/9/2014,31825,31.6,31.925,31.475,"1,08M","0,47%"
8/9/2014,31850,31.975,31.975,31.725,"814,90K","0,08%"
9/9/2014,31300,31.925,31.95,31.175,"1,11M","-1,73%"
10/9/2014,31150,31.2,31.3,31.1,"681,70K","-0,48%"
11/9/2014,31175,31.1,31.8,31.1,"1,08M","0,08%"
12/9/2014,31300,31.3,31.6,31.125,"1,02M","0,40%"
15/09/2014,31325,31.3,31.5,31.15,"590,80K","0,08%"
16/09/2014,31600,31.525,31.7,31.1,"1,45M","0,88%"
17/09/2014,31900,31.75,31.9,31.75,"924,80K","0,95%"
18/09/2014,31975,31.975,31.975,31.7,"561,00K","0,24%"
19/09/2014,31750,31.975,31.975,31.525,"1,96M","-0,70%"
22/09/2014,31975,31.75,31.975,31.6,"796,90K","0,71%"
23/09/2014,31500,31.75,31.75,31.5,"1,08M","-1,49%"
24/09/2014,31325,31.9,31.9,31.325,"598,50K","-0,56%"
25/09/2014,31300,31.35,31.85,31.3,"655,10K","-0,08%"
26/09/2014,31800,31.125,31.8,31.025,"820,10K","1,60%"
29/09/2014,32000,31.5,32,31.3,"1,16M","0,63%"
30/09/2014,31800,31.55,32,31.5,"1,50M","-0,63%"
1/10/2014,31800,31.8,31.95,31.575,"904,00K","0,00%"
2/10/2014,31650,31.55,31.9,31.425,"1,09M","-0,47%"
3/10/2014,30775,31.5,31.8,30.775,"1,16M","-2,76%"
6/10/2014,30750,31.2,31.275,30.7,"807,00K","-0,08%"
7/10/2014,30650,31,31,30.5,"1,72M","-0,33%"
8/10/2014,30575,30.65,30.975,30.5,"1,62M","-0,24%"
9/10/2014,30700,30.95,31.2,30.7,"507,60K","0,41%"
10/10/2014,30800,30.525,31.025,30.5,"544,00K","0,33%"
13/10/2014,30500,30.575,30.775,30.5,"714,60K","-0,97%"
14/10/2014,30925,30.5,31.15,30.5,"1,40M","1,39%"
15/10/2014,31100,31.15,31.325,30.925,"1,17M","0,57%"
16/10/2014,30925,31,31.45,30.725,"928,80K","-0,56%"
17/10/2014,31950,30.8,32,30.8,"2,48M","3,31%"
20/10/2014,31175,32,32.2,31.175,"2,04M","-2,43%"
21/10/2014,31625,31.475,32,31.425,"1,20M","1,44%"
22/10/2014,32025,31.8,32.05,31.8,"1,44M","1,26%"
23/10/2014,31200,32.025,32.2,31.175,"4,21M","-2,58%"
24/10/2014,30600,31.025,31.025,30.25,"3,65M","-1,92%"
27/10/2014,30050,30.65,30.675,30.05,"2,39M","-1,80%"
28/10/2014,29875,30.1,30.275,29.625,"2,37M","-0,58%"
29/10/2014,31100,29.95,31.1,29.95,"2,02M","4,10%"
30/10/2014,30450,30.85,30.85,30.25,"2,07M","-2,09%"
31/10/2014,30400,30.55,30.6,29.975,"2,71M","-0,16%"
3/11/2014,30450,30.6,30.6,30.15,"2,04M","0,16%"
4/11/2014,30375,30.45,30.45,30.275,"963,00K","-0,25%"
5/11/2014,30325,30.25,30.4,30.25,"1,25M","-0,16%"
6/11/2014,30100,30.325,30.425,30.1,"1,27M","-0,74%"
7/11/2014,29800,30.1,30.2,29.8,"1,64M","-1,00%"
10/11/2014,29925,29.7,30.275,29.7,"1,17M","0,42%"
11/11/2014,30525,29.975,30.6,29.975,"1,33M","2,01%"
12/11/2014,30550,30.5,30.65,30.3,"696,00K","0,08%"
13/11/2014,30650,30.35,30.65,30.3,"671,10K","0,33%"
14/11/2014,30450,30.75,30.825,30.3,"1,15M","-0,65%"
17/11/2014,31050,30.4,31.375,30.4,"1,73M","1,97%"
18/11/2014,31600,31.05,31.625,31.05,"1,34M","1,77%"
19/11/2014,31100,31.75,31.775,31.025,"1,18M","-1,58%"
20/11/2014,31400,31.1,31.4,30.8,"1,39M","0,96%"
21/11/2014,31450,31.025,31.45,31.025,"844,10K","0,16%"
24/11/2014,31500,31.5,31.5,31.1,"1,06M","0,16%"
25/11/2014,31700,31.2,31.7,31.125,"2,33M","0,63%"
26/11/2014,31600,31.7,31.7,31.125,"1,04M","-0,32%"
27/11/2014,32000,31.3,32,31.3,"1,55M","1,27%"
28/11/2014,31800,31.65,32,31.65,"613,50K","-0,63%"
1/12/2014,31375,31.8,31.8,31.3,"1,83M","-1,34%"
2/12/2014,31275,31.3,31.8,31.2,"4,99M","-0,32%"
3/12/2014,31275,31.2,31.4,31.025,"1,01M","0,00%"
4/12/2014,31575,31.3,32.1,31.275,"2,25M","0,96%"
5/12/2014,31675,31.4,31.9,31.4,"533,90K","0,32%"
8/12/2014,31150,31.7,31.7,31.05,"1,24M","-1,66%"
9/12/2014,31025,31,31.175,30.975,"1,61M","-0,40%"
10/12/2014,31100,31.025,31.125,31,"872,80K","0,24%"
11/12/2014,30900,31.075,31.075,30.9,"2,59M","-0,64%"
12/12/2014,30975,30.9,31.05,30.9,"1,01M","0,24%"
15/12/2014,31225,30.55,31.25,30.525,"1,18M","0,81%"
16/12/2014,31200,31.025,31.275,30.6,"1,83M","-0,08%"
17/12/2014,30700,31.275,31.5,30.7,"1,53M","-1,60%"
18/12/2014,31700,31.1,31.7,30.925,"1,22M","3,26%"
19/12/2014,32000,31.75,32,31.525,"1,98M","0,95%"
22/12/2014,31500,32,32,31.5,"708,70K","-1,56%"
23/12/2014,31500,31.725,31.8,31.5,"669,90K","0,00%"
24/12/2014,31525,31.55,31.925,31.5,"351,60K","0,08%"
29/12/2014,31950,31.9,31.95,31.65,"593,60K","1,35%"
30/12/2014,32299,31.725,32.3,31.7,"1,81M","1,10%"
2/1/2015,32525,32.3,32.625,32.275,"766,90K","0,70%"
5/1/2015,32475,32.475,32.525,32.275,"1,76M","-0,15%"
6/1/2015,32475,32.3,32.5,32.15,"1,40M","0,00%"
7/1/2015,33125,32.5,33.7,32.5,"2,90M","2,00%"
8/1/2015,33375,33.1,33.45,33.1,"2,65M","0,75%"
9/1/2015,33225,33.1,33.45,32.975,"2,08M","-0,45%"
12/1/2015,32100,32.875,32.9,32.1,"1,23M","-3,39%"
13/01/2015,33000,32.6,33.1,32.475,"1,19M","2,80%"
14/01/2015,32650,33.225,33.25,32.65,"978,20K","-1,06%"
15/01/2015,32725,32.9,33,32.65,"326,00K","0,23%"
16/01/2015,33500,32.975,34,32.65,"971,40K","2,37%"
19/01/2015,34000,33.5,34,33.4,"1,06M","1,49%"
20/01/2015,34200,33.675,34.2,33.675,"2,53M","0,59%"
21/01/2015,35950,34.2,35.95,34.2,"2,89M","5,12%"
22/01/2015,35800,35,36,35,"1,30M","-0,42%"
23/01/2015,36200,36.05,36.275,35.8,"2,33M","1,12%"
26/01/2015,35500,36.1,36.1,34.125,"3,57M","-1,93%"
27/01/2015,35525,35.5,35.625,34.825,"1,18M","0,07%"
28/01/2015,35500,35.5,35.7,35.225,"1,04M","-0,07%"
29/01/2015,35375,35.6,35.65,35.125,"1,04M","-0,35%"
30/01/2015,35825,35.6,35.9,35.5,"1,97M","1,27%"
2/2/2015,36175,36,36.675,35.75,"1,50M","0,98%"
3/2/2015,36375,36.1,36.5,36.1,"590,50K","0,55%"
4/2/2015,36400,36.35,36.5,36.325,"1,65M","0,07%"
5/2/2015,35250,36,36,34.85,"2,93M","-3,16%"
6/2/2015,36650,35,37,35,"2,36M","3,97%"
9/2/2015,36125,36.9,36.9,36,"722,30K","-1,43%"
10/2/2015,35500,36.125,36.675,35.5,"1,79M","-1,73%"
11/2/2015,35675,36,36,35.575,"1,27M","0,49%"
12/2/2015,35675,35.675,35.675,35.2,"993,10K","0,00%"
13/02/2015,36325,35.8,36.4,35.4,"1,11M","1,82%"
16/02/2015,35100,36.425,36.425,35.1,"1,15M","-3,37%"
17/02/2015,35900,35.6,35.9,35.35,"807,50K","2,28%"
18/02/2015,35500,35.9,36,35.5,"1,04M","-1,11%"
20/02/2015,35325,35.5,35.8,35.3,"1,31M","-0,49%"
23/02/2015,36050,35.4,36.1,35.4,"1,28M","2,05%"
24/02/2015,36025,36,36.05,35.7,"1,13M","-0,07%"
25/02/2015,36350,36.1,36.35,36.025,"1,32M","0,90%"
26/02/2015,36500,36.15,36.65,35.725,"1,75M","0,41%"
27/02/2015,36000,36.125,36.425,36,"1,99M","-1,37%"
2/3/2015,36400,36,36.5,35.75,"1,20M","1,11%"
3/3/2015,36075,36.25,36.65,36.075,"1,85M","-0,89%"
4/3/2015,36100,36.2,36.35,36.05,"626,00K","0,07%"
5/3/2015,36250,36.3,36.725,36.1,"1,14M","0,42%"
6/3/2015,37800,36.5,37.8,36.35,"2,49M","4,28%"
9/3/2015,37500,37.5,37.5,37.05,"2,18M","-0,79%"
10/3/2015,37800,37.3,37.8,36.525,"2,24M","0,80%"
11/3/2015,38750,37.5,38.75,37.1,"3,45M","2,51%"
12/3/2015,39825,38.75,39.825,38.5,"2,36M","2,77%"
13/03/2015,39875,39.8,40.125,39.5,"1,53M","0,13%"
